"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"KHZPXST3","book","1994","Dinnerstein, Leonard","Antisemitism in America","","0195037804 9780195037807","","","","Is antisemitism on the rise in America? A glance at the daily newspapers suggests a resurgence of animosity yet Leonard Dinnerstein, in this provocative and in-depth study, categorically states that there is less bigotry in this country than ever before. He also argues in this provocative analysis that Jews have never been more at home in America. What we are seeing today, he writes, is media hype. A long tradition of prejudice, suspicion, and hatred against the Jews, the direct product of Christian teachings, has, in fact, finally begun to wane. In Antisemitism in America, Dinnerstein provides a landmark work - the first comprehensive history of prejudice against Jews in the United States, ranging from its foundations in European Christian culture to the present day. Dinnerstein's richly detailed and thoroughly documented book reveals how Christians carried their religious prejudices with them to the New World and how they manifested themselves, albeit in muted form, in the colonial wilderness and in the developing American society thereafter. Jews could not vote, for example, in Rhode Island or New Hampshire until 1842, and in North Carolina until 1868. The Civil War witnessed the first major wave of publicly displayed American antisemitism as individuals in both the North and the South assumed that Jews sided with the enemy. The decades that followed marked the emergence of a full-fledged antisemitic society as Christians excluded Jews from their social circles and wove fantasies for themselves as they pictured what ""Jews were really like."" Antisemitic fervor mixed with racism at the beginning of the twentieth century, accelerated by the views of eugenicists, fears of Bolshevism, and the rantings of Henry Ford. During the Depression hostility toward Jews accelerated as Americans vented their frustrations upon minorities because of the economic crises of the decade. Christians of all stripes called upon Jews to accept the divinity of Jesus Christ, and Father Charles Coughlin emerged as one of the most beloved priests in all of American history as he excoriated Jews and sympathized with Nazis over the airwaves and in his journal, Social Justice. Ironically, Dinnerstein writes, as Americans fought in World War II to make the world safe for democracy, public opinion polls noted a huge increase in American animosity toward Jews. Not until after the war ended did this enmity subside. While fresh economic opportunities and, heightened sensitivities to the effects of bigotry resulted in the decline of all prejudices in this country, including antisemitism, it nevertheless still cropped up in the highest ranks of government. especially during Richard Nixon's presidency. Within this volume, Dinnerstein not only chronicles the growth, demise and manifestations of antisemitism on the national scene but devotes individual chapters, as well, to the South and to African Americans, showing that prejudice among both whites and blacks below the Mason-Dixon line flowed from the same stream of Southern evangelical Christianity. ""It must also be emphasized,"" Dinnerstein writes, ""that in no Christian country has antisemitism been weaker than it has been in the United States,"" with its traditions of tolerance, diversity, and a secular national government. This book, however, reveals in disturbing detail the resilience, and vehemence, of this ugly prejudice. Penetrating, authoritative, and frequently alarming, this is the definitive account of a plague that apparently has a life of its own.","1994","2015-05-14 14:39:40","2015-05-14 14:42:11","","","","","","","","","","","","","Oxford University Press","New York","English","","","","","Open WorldCat","","jp_cite_00329","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KIDW5ZPK","journalArticle","2002","Buttnick, Meta; Eulenberg, Julia Niebuhr","Republic, Washington: A Jewish Settlement in the Small Towns of Washington State 1898 - 1936","Western States Jewish History","","07495471","","http://search.ebscohost.com/login.aspx?direct=true&db=31h&AN=40740498&site=ehost-live","Traces the brief history of Jewish settlement efforts around Republic, Washington, at the beginning of the 20th century. Although the town declined when gold mining ended, several Jewish families started farms in the area, most notably Charles and Annie Greenberg. In 1914, another group arrived to form the Ferry County Farming and Stock Raising Company. In the end, the land proved unprofitable for farming, and most of the Jewish families left, unable to make a living or pay back loans. In its heyday the Jewish community at Republic had some 25 families, but it lacked the resources to make a permanent settlement.","Summer 2002","2014-02-24 19:43:43","2015-02-10 20:45:00","2014-02-24 19:43:43","312-323","","4","34","","Western States Jewish History","Republic, Washington","","","","","","","","","","","","EBSCOhost","","jp_cite_00201","","","http://content.ebscohost.com/ContentServer.asp?T=P&P=AN&K=40740498&S=R&D=31h&EbscoContent=dGJyMMvl7ESeqLI4xNvgOLCmr0yep7JSsqm4TLGWxWXS&ContentCustomer=dGJyMPGutlCyqbVOuePfgeyx44Dt6fIA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KIRK4EX3","thesis","1939","Adatto, Albert","Sephardim and the Seattle Sephardic Community","","","","","","","1939","2014-03-04 20:49:46","2015-04-08 18:09:50","","","","","","","","","","","","","University of Washington","","English","","","","","","","jp_cite_00019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KJ27CU44","document","","Rubin, S","Autobiography","","","","","","","","2014-04-29 19:01:40","2015-05-14 17:00:35","","","","","","","","","","","","","","","","","","","RG 102, 127, YIVO Institute for Jewish Research","","","","<p>May be a candidate, but it appears that peddling may only be small part of autobiography. Subject switched between peddling and shopkeeping as necessary. Free-thinker, Labor-Zionist, Yiddishist.</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KJKJHSKP","book","1963","Ehrenfried, Albert","A chronicle of Boston Jewry: from the colonial settlement to 1900","","","","","","","1963","2015-05-28 15:53:44","2015-05-28 15:56:01","","","","","","","","A chronicle of Boston Jewry","","","","","","","English","","","","","Open WorldCat","","jp_cite_00353","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KKS3FCXK","journalArticle","1987","Shain, Milton","Vant to Puy a Vaatch: The Smous and Pioneer Trader in South African Jewish Historiography","Jewish Affairs","","","","","","1987-09","2014-04-14 20:10:33","2014-04-14 20:13:06","","","","9","42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KNPFSCS4","book","1986","Cowen, Anne; Cowen, Roger","Victorian Jews through British eyes","","0197100422 9780197100424","","","","","1986","2015-03-03 21:41:37","2015-03-03 21:41:49","","","","","","","","","","","","","Published for the Littman Library by Oxford University Press","Oxford [Oxfordshire]; New York","English","","","","","Open WorldCat","","jp_cite_00267","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KPAATBDP","bookSection","1969","Rurup, Reinhard","Jewish Emancipation and Bourgeois Society","Leo Baeck Institute: year book XIV","","","","","","1969","2014-05-06 17:54:41","2014-05-06 17:55:43","","","","","","","","","","","","","East and West Library","London","English","","","","","Open WorldCat","","","","","","","","Weltsch, Robert","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KRTXH5TG","journalArticle","","Blau, Joel","John Quincy Adams and the Jewish Peddler","The Jewish Criterion","","","","http://digitalcollections.library.cmu.edu/pjn/main.jsp?flag=browse&smd=1&awdid=1","","","2015-01-12 22:42:18","2015-01-12 22:45:51","","","","22","63","","","","","","","","","","","","","","","","","jp_cite_00154","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KTK5S27E","book","1955","Abrahams, Israel","The birth of a community: a history of Western Province Jewry from earliest times to the end of the South African War, 1902","","","","","","","1955","2014-10-13 15:19:45","2014-11-18 15:47:26","","","","","","","","","","","","","Cape Town Hebrew Congregation","Cape Town","English","","","","","Open WorldCat","","jp_cite_00003","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KZZKHA8U","book","1977","Cinamon, Sam; Jewish Federation of Southern Maine","Portraits of the past: the Jewish Bicentennial oral history program","","","","","","Copies of original and edited drafts as well as photographs of people and places are shelved with the final editions Transcript The Jewish Bicentennial Committee was formed in 1975 by the Jewish Federation of Southern Maine to plan an appropriate way to celebrate the Bicentennial. The result is an oral history folklore of Portland Jewry ""September 1, 1977&quot Typescript ""Commissioned by: The Jewish Federation of Southern Maine.&quot","1977","2015-02-17 20:25:38","2015-02-17 20:28:43","","","44","","","","","Portraits of the past","","","","","The Federation","Portland, Me","","","","","Portland Public Library, Boxes 1, 4","portlandlibrary Library Catalog","","jp_cite_00236","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M3P38A59","book","2005","Corrales, Maritza","The chosen island: Jews in Cuba","","0977176401 9780977176403","","","","","2005","2015-03-03 20:22:39","2015-03-03 20:23:23","","","","","","","","The chosen island","","","","","Salsedo Press","Chicago, Ill.","English","","","","","Open WorldCat","","jp_cite_00264","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M4MZSQCG","journalArticle","2008","Scholder, David","Reluctant Pilgrams of Santa Fe, New Mexico","Western States Jewish History","","07495471","","http://search.ebscohost.com/login.aspx?direct=true&db=31h&AN=31286337&site=ehost-live","Presents a brief history of Jews in New Mexico, from the probable first Jew's arrival in 1569, to the 17th century, when small groups living there were considered ""reluctant pilgrims"" because of their need for anonymity in a Catholic region, to the present-day community in Santa Fe whose temple is foremost among others in cities throughout the state.","Winter 2008","2014-04-07 19:28:25","2014-04-07 19:28:25","2014-04-07 19:28:25","129-135","","2","40","","Western States Jewish History","","","","","","","","","","","","","EBSCOhost","","","","","http://content.ebscohost.com/ContentServer.asp?T=P&P=AN&K=31286337&S=R&D=31h&EbscoContent=dGJyMMvl7ESeprU4v%2BbwOLCmr0yep7NSsK64SrKWxWXS&ContentCustomer=dGJyMPGutlCyqbVOuePfgeyx44Dt6fIA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M57G5RH6","journalArticle","1959","Patchen, Susan Buerger","Fastest Draw in the Bronx","Jewish Criterion","","","","http://digitalcollections.library.cmu.edu/pjn/main.jsp?flag=browse&smd=1&awdid=1","","1959-12-25","2015-01-13 16:08:24","2015-01-13 16:11:21","","","","12","135","","","","","","","","","","","","","","","","","jp_cite_00155","<p>Included with Blau piece on JQ Adams in HD files.</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M62SSNR8","journalArticle","1980","Leonoff, Cyril Edel","Pioneer Jewish Merchants of Vancouver Island","Western States Jewish Historical Quarterly","","00434221","","","Jewish merchants settled on Vancouver Island in British Columbia following the gold discoveries of 1858-62. Most came from California, and brought their experience in developing commercial centers to supply the gold mining districts. Provides biographies of 18 individuals and families representative of early Jewish merchandising establishments. 16 photos, 46 notes.","October 1980","2015-03-04 22:43:35","2015-03-04 22:44:08","","3-23","","1","13","","Western States Jewish Historical Quarterly","","","","","","","","","","","","","EBSCOhost","","jp_cite_00276","","","http://search.ebscohost.com/login.aspx?direct=true&db=31h&AN=43617140&site=ehost-live&scope=cite","","BLACKMAN, Abraham; BRITISH Columbia; CALIFORNIA; CANADA; ETHNOLOGY -- Israel; GOLD mines & mining; HUMAN settlements; ISRAEL; JEWISH merchants; Jews; MERCHANTS; RADANITES; VANCOUVER Island (B.C.)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
