Extra,Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,Subject Term 1,Subject Term 2,Subject Term 3,Subject Term 4,Subject Term 5,Subject Term 6,Subject Term 7,Subject Term 8,Subject Term 9,Subject Term 10,Geographic Subject 1,Geographic Subject 2,Geographic Subject 3,Geographic Subject 4,Geographic Subject 5,Geographic Subject 6,Geographic Subject 7,Geographic Subject 8,Geographic Subject 9,Geographic Subject 10,Geographic Subject 11,Geographic Subject 12,Geographic Subject 13,Geographic Subject 14,Geographic Subject 15,Geographic Subject 16,Geographic Subject 17,Geographic Subject 18,Geographic Subject 19,Geographic Subject 20,Geographic Subject 21,Geographic Subject 22,Geographic Subject 23,Geographic Subject 24,Geographic Subject 25,Geographic Subject 26,Geographic Subject 27,Geographic Subject 28,Geographic Subject 29,Geographic Subject 30,Geographic Subject 31,Geographic Subject 32,Geographic Subject 33,Geographic Subject 34,Geographic Subject 35,Geographic Subject 36,Peddler Name 1,Peddler Name 2,Peddler Name 3,Peddler Name 4,Peddler Name 5,Peddler Name 6,Peddler Name 7,Peddler Name 8,Peddler Name 9,Peddler Name 10,Peddler Name 11,Peddler Name 12,Peddler Name 13,Peddler Name 14,Peddler Name 15,Peddler Name 16,Peddler Name 17,Peddler Name 18,Peddler Name 19,Peddler Name 20,Subject Date Span,geom
jp_cite_00115,F9HMWTEF,document,1983,Julette Moore,"Photocopies from Heron Lake, 100 years of good living: for 100 years of progress in Heron Lake, Jackson County, Minnesota, and including the surrounding townships",,,,,,,1983,5/31/2014 19:40:00,5/14/2015 16:46:10,,,,,,,,"Heron Lake, 100 years of good living",,,,,Walsworth Pub. Co.,,English,,,,"Box 54B, Nathan and Theresa Berman Upper Midwest Jewish Archives",Open WorldCat,,"<p>May be worth considering digitizing the section ""Mr. Hirschmann the Peddler"" by Julette Moore. Short portion featuring the memories of a woman whose parents were customers.</p> <p>&nbsp;</p> <p>Berman Upper Midwest Jewish Archives</p>",,,,,"Richter, Gary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Routes,Transportation,Religious Practice,Cultural Exchange,Wares,,,,,,"Heron Lake, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hirschmann,,,,,,,,,,,,,,,,,,,,1915-1940,POINT(-10611252.003817433 5433680.596679406)
jp_cite_00116,GV7ZREN3,document,1976,,Photcopies and Notes from An Early Look at Chisago County and Other Sources,,,,,,,1976,1/5/2015 16:34:46,5/14/2015 16:46:25,,,,,,,,,,,,,,,English,,,,"Box 54B, Nathan and Theresa Berman Upper Midwest Jewish Archives",Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transportation,Wares,Bartering,Subsequent Commercial Careers,Cultural Exchange,,,,,,"Amador, Minnesota","Isanti County, Minnesota","Cambridge, Minnesota","Mille Lacs County, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pienstein,Elayzer,"Lewis, Jack",,,,,,,,,,,,,,,,,,1900-1945,POINT(-10327143.98019116 5702261.7600041125)|POINT(-10380958.037291003 5721275.374434709)|POINT(-10377859.704168083 5711019.50623658)|POINT(-10421939.383869069 5767992.933370426)
jp_cite_00117,D9WVB5B8,book,1960,"Sprigge, Sylvia.",Berenson: a biography,,,,,,,1960,1/5/2015 17:36:54,1/5/2015 17:37:12,,,,,,,,Berenson,,,,,Houghton Mifflin,Boston,English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bartering,Wares,Transportation,Restrictions on Itinerant Commerce,,,,,,,"Zosle, Lithuania","Boston, Massachusetts","Concord, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Berenson, Albert","Berenson, Louis","Lebowich, Louis Aron",,,,,,,,,,,,,,,,,,1875-1890,POINT(2737185.3102418906 7335769.8488959195)|POINT(-7910238.3479711665 5215071.602551562)|POINT(-7942528.603417942 5230192.339399523)
jp_cite_00118,UXCD3K26,book,1992,"Bering, Dietz,","The stigma of names: antisemitism in German daily life, 1812-1933",,0472104071 9780472104079,,,,,1992,1/5/2015 19:00:47,1/5/2015 19:01:02,,,,,,,,The stigma of names,,,,,University of Michigan Press,Ann Arbor,English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Contextual Resource,Cultural Exchange,,,,,,,,,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1812-1933,POINT(1163458.5521707046 6650655.040248428)
jp_cite_00119,S72448Z2,document,,"Berlin, Phillip",Phillip Berlin Journal,,,,,,,,1/5/2015 21:10:30,1/5/2015 21:51:48,,,,,,,,,,,,,,,,,,,,,,"<p>Fuller citation needed for inclusion. Possibly translated by Leonard Rogoff? Sheet interspersed from New Hanover County Public Library, but may be by mistake.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Family,Peddling Background,Sponsor,Transportation,Subsequent Commercial Careers,Subsequent Non-commercial Careers,,,,,"Bauska, Latvia","Baltimore, Maryland",Ohio,"Moncure, North Carolina","Burlington, North Carolina","Union, South Carolina","Greer, South Carolina","Belton, South Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Berlin, Phillip","Berelovits, Sam",,,,,,,,,,,,,,,,,,,1877-1950,POINT(2693931.5543707823 7640529.72960027)|POINT(-8528429.900246715 4763352.471949581)|POINT(-9229178.71421059 4926767.889867661)|POINT(-8802961.364116207 4248826.583789999)|POINT(-8842975.344319412 4313796.416764489)|POINT(-9086309.943912499 4125273.7376346844)|POINT(-9153474.09113141 4155557.6241998607)|POINT(-9183222.88920788 4099231.0924846157)
jp_cite_00120,DQSJQ4IN,book,1927,"Berman, Hannah,","Ant hills,",,,,,,,1927,1/5/2015 21:57:55,1/5/2015 22:16:53,,,,,,,,,,,,,"Payson & Clarke, Ltd.",New York,English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Literary or Artistic Depiction,,,,,,,,,,Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850-1914,POINT(11724030.287269026 8747149.047572464)
jp_cite_00121,D452RCP6,book,2002,"Berman, Hyman,; Schloff, Linda Mack.",Jews in Minnesota,,0873514181  9780873514187,,,,,2002,1/5/2015 22:21:01,1/5/2015 22:21:27,,,,,,,,,,,,,Minnesota Historical Society Press,"St. Paul, MN",English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subsequent Commercial Careers,,,,,,,,,,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850-1950,POINT(-10540386.14957169 5898041.422522768)
jp_cite_00122,6J6965DS,book,1979,"Berman, Myron,","Richmond's Jewry, 1769-1976: Shabbat in Shockoe",,0813907438 9780813907437,,,,,1979,1/5/2015 22:27:06,1/5/2015 22:27:24,,,,,,,,"Richmond's Jewry, 1769-1976",,,,,Published for the Jewish Community Federation of Richmond by the University Press of Virginia,Charlottesville,English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subsequent Commercial Careers,Restrictions on Itinerant Commerce,,,,,,,,,"Richmond, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Raphael, Solomon","Palle, Solomon","Palle, Isaac","Samuel, Moses",,,,,,,,,,,,,,,,,1760-1800,POINT(-8620141.442335507 4514747.230025689)
jp_cite_00123,QAA5Z2NC,journalArticle,1989,"Berman, Elizabeth Kessin","M.S. Polack's Circumcision Record Book: A Record of 911 Jewish Families from 1836-1862, Compiled by a Rural Peddler and Mohel",Generations,,,,,,1989,1/8/2015 16:54:09,1/8/2015 17:12:42,,10/16/2015,,,,,,,,,,,,,,,,,"American Jewish Archives, SC-13563",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Religious Practices,Routes,,,,,,,,,"Baltimore, Maryland",Germany,"New Bern, North Carolina","Warrenton, Virginia",Pennsylvania,South Carolina,"Washington, DC","Alexandria, Virginia","Cumberland, Virginia","Charlottesville, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,"Polack, M.S.",,,,,,,,,,,,,,,,,,,,1836-1862,POINT(-8528429.900246715 4763352.471949581)|POINT(1163458.5521707046 6650655.040248428)|POINT(-8576511.571300905 4178634.700560189)|POINT(-8660129.974903122 4680708.693680485)|POINT(-8593255.180436589 5042377.967342213)|POINT(-9035104.480967846 4006812.888406468)|POINT(-8575705.217437508 4708386.37053167)|POINT(-8576824.05624347 4693754.362799277)|POINT(-8710178.683623252 4508525.1195663465)|POINT(-8735983.844023587 4583566.580619587)
jp_cite_00124,PQJD328V,book,1981,"Berman, Hyman",They chose Minnesota: a survey of the state's ethnic groups,,0873511557 9780873511551,,,,,1981,1/8/2015 17:24:12,1/8/2015 17:24:45,,,,,,,,They chose Minnesota,,,,,Minnesota Historical Society Press,St. Paul,English,,,,,Open WorldCat,,,,,,,"Holmquist, June Drenning.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Routes,Wares,Peddling Background,Subsequent Commercial Careers,,,,,,,"Saint Paul, Minnesota","Bemidji, Minnesota",Germany,Russia,Poland,Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kaplan, Morris",,,,,,,,,,,,,,,,,,,,1850-1920,POINT(-10362726.698820822 5614235.89687186)|POINT(-10562024.231813991 6019724.9979055775)|POINT(1163458.5521707046 6650655.040248428)|POINT(11724030.287269026 8747149.047572464)|POINT(2131226.7903913013 6785571.89784786)|POINT(2658451.372124075 7394820.259211762)
jp_cite_00125,BBR4SQPM,bookSection,1984,"Berman, Myron",Reminiscences of Joseph Joel in Europe and America,Jews of the South: selected essays from the Southern Jewish Historical Society,0865541027  9780865541023,,,,,1984,1/8/2015 20:16:49,1/8/2015 20:30:23,,,,,,,,,,,,,Mercer University Press,"Macon, Ga.",English,,,,,Open WorldCat,,,,,,,"Proctor, Samuel.; Schmier, Louis,; Stern, Malcolm H.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wares,Family,Subsequent Commercial Careers,,,,,,,,Galicia,"Richmond, Virginia","Chicago, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Czakczkes (Joel), Salomon",,,,,,,,,,,,,,,,,,,,1880-1914,POINT(2752776.384161754 6296050.665236435)|POINT(-8620141.442335507 4514747.230025689)|POINT(-9754904.512583427 5142738.901800851)
jp_cite_00126,WZXNHGDP,bookSection,1984,"Schmier, Louis",Jews and Gentiles in a South Georgia Town,Jews of the South: selected essays from the Southern Jewish Historical Society,0865541027  9780865541023,,,,,1984,1/8/2015 20:29:46,4/8/2015 18:33:30,,,,,,,,,,,,,Mercer University Press,"Macon, Ga.",English,,,,,Open WorldCat,,,,,,,"Proctor, Samuel.; Schmier, Louis,; Stern, Malcolm H.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Family,Cultural Exchange,Anti-Semitic Rhetoric,,,,,,,,"Valdosta, Georgia",Germany,Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ehrlich, George","Ehrlich, Abraham","Ehrlich, Michael",,,,,,,,,,,,,,,,,,1850-1900,POINT(-9270518.554076754 3611041.345159568)|POINT(1163458.5521707046 6650655.040248428)|POINT(11724030.287269026 8747149.047572464)
jp_cite_00127,XDV3UUUQ,journalArticle,,"Bermant, Chaim",Return to Glasgow,Present Tense,,,,,,,1/8/2015 20:44:07,1/8/2015 20:47:23,,9/12/2015,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Routes,Subsequent Commercial Careers,Sponsor,,,,,,,,Russia,Latvia,Lithuania,Estonia,"London, United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1880-1914,POINT(11724030.287269026 8747149.047572464)|POINT(2738814.470989424 7735556.798811074)|POINT(2658451.372124075 7394820.259211762)|POINT(2784501.993755458 8093419.122129208)|POINT(-14221.988898634567 6711533.693057904)
jp_cite_00128,C299SC43,bookSection,1979,"Kaganoff, Nathan M.; Urofsky, Melvin I.; Bern, Ronald",Utilizing the Southern-Jewish Experience in Literature,"""Turn to the South"": essays on southern Jewry",081390742X 9780813907420,,,,,1979,1/8/2015 21:09:54,1/8/2015 21:13:17,,,,,,,,,,,,,Published for the American Jewish Historical Society by the University Press of Virginia,Charlottesville,English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subsequent Commercial Careers,Literary or Artistic Depiction,,,,,,,,,"Anderson, South Carolina",Russia,"New York, New York","Greenvile, South Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1890-1940,POINT(-9200570.740539504 4096603.62911148)|POINT(11724030.287269026 8747149.047572464)|POINT(-8238303.700046114 4970069.184605361)|POINT(-9172059.280866927 4143870.4576887204)
jp_cite_00129,NE5MVU8N,journalArticle,2007,"Berndt, Colleen E. H.",Hostile Territory: High-Tension Religion and the Jewish Peddler,American Journal of Economics & Sociology,,29246,10.1111/j.1536-7150.2007.00534.x,http://search.ebscohost.com/login.aspx?direct=true&db=bth&AN=27968553&site=ehost-live,"Scholars have long explored the role that reputation plays in the facilitation of exchange. Some attention has also been paid to the way in which religions serve as a proxy for reputation or as a mechanism for enforcement of exchange agreements. These reputation and enforcement mechanisms enhance the ability of the members of certain religious groups to perform economic roles where such secular-based mechanisms fail or are absent. In this article, I explore the ways in which hostility toward members of high-tension religions makes them uniquely well suited to the economic role of middlemen. As illustration, I explore the particular case of the 19th-century German Jewish peddler in the young United States.",11/1/2007,1/11/2015 16:37:59,1/11/2015 16:40:32,1/11/2015 16:37:59,1005-1027,,5,66,,American Journal of Economics & Sociology,Hostile Territory,,,,,,,,,,,,EBSCOhost,,,,http://content.ebscohost.com/ContentServer.asp?T=P&P=AN&K=27968553&S=R&D=bth&EbscoContent=dGJyMNHr7ESep684yNfsOLCmr02ep69Ssa24TbaWxWXS&ContentCustomer=dGJyMPGutlCyqbVOuePfgeyx44Dt6fIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Contextual Resource,Peddling Background,Cultural Exchange,Restrictions on Itinerant Commerce,Anti-Semitic Rhetoric,Family,Transportation,Sponsor,Religious Practices,Bartering,United States,Germany,"Easton, Pennsylvania",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1820-1880,POINT(-10654710.28698895 4451692.554190846)|POINT(1163458.5521707046 6650655.040248428)|POINT(-8373533.61556754 4966493.507443964)
jp_cite_00130,TS6JXP6V,book,1910,"Bernheim, Isaac Wolfe,",The story of the Bernheim family,,,,,,,1910,1/11/2015 16:55:55,1/11/2015 16:56:22,,,,,,,,,,,,,John P. Morton & Company,"Louisville, Ky.",English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wares,Sponsor,Family,,,,,,,,Tennessee,"Paducah, Kentucky",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bernheim, Isaac Wolfe",,,,,,,,,,,,,,,,,,,,1860-1888,POINT(-9638091.304748226 4234430.42538702)|POINT(-9862912.20398277 4450736.562321961)
jp_cite_00131,2SQWWA6E,book,1929,"Bernheim, Isaac W.",The closing chapters of a busy life,,,,,,,1929,1/11/2015 17:02:06,1/11/2015 17:02:19,,,,,,,,,,,,,[Welch-Haffner Print. Co.],[Denver],English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cultural Exchange,Transportation,Wares,Family,,,,,,,"Schmieheim, Germany","Freiburg, Germany","New York, New York",Pennsylvania,"Paducah, Kentucky",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bernheim, Isaac Wolfe",,,,,,,,,,,,,,,,,,,,1860-1888,POINT(874575.9020015814 6152897.185477047)|POINT(872979.0573022213 6106689.752259743)|POINT(-8238303.700046114 4970069.184605361)|POINT(-8593255.180436589 5042377.967342213)|POINT(-9862912.20398277 4450736.562321961)
jp_cite_00132,NGAPV3DQ,book,1912,"Bernheim, Isaac Wolfe,",History of the settlement of Jews in Paducah and the lower Ohio valley,,,,,,,1912,1/11/2015 17:08:24,1/11/2015 17:08:40,,,,,,,,,,,,,Published for Temple Israel,"Paducah, Ky.",English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Family,Sponsor,Subsequent Commercial Careers,,,,,,,,"Baden, Germany","Paducah, Kentucky","New York, New York",Pennsylvania,"Philadelphia, Pennsylvania","Cincinatti, Ohio","Louisville, Kentucky","Pittsburgh, Pennsylvania","Cairo, Illinois","Hickman, Kentucky",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bernheim, Isaac Wolfe",,,,,,,,,,,,,,,,,,,,1860-1888,POINT(1010921.6840985653 6982691.2956706965)|POINT(-9862912.20398277 4450736.562321961)|POINT(-8238303.700046114 4970069.184605361)|POINT(-8593255.180436589 5042377.967342213)|POINT(-8367354.181578875 4859054.290881913)|POINT(-9407834.986473575 4736453.151296119)|POINT(-9546587.618412614 4615180.605424872)|POINT(-8905101.338364959 4930180.7964929445)|POINT(-9927078.20562046 4439849.648360523)|POINT(-9928160.041827686 4379501.080761844)
jp_cite_00133,IJTMI69J,journalArticle,2001,"Berniker, Pinkhes; Astro, Alan",Jesus: A Yiddish tale from Cuba,Hopscotch: A Cultural Review,,1527-800x,,http://muse.jhu.edu/journals/hopscotch/v002/2.4berniker.html,,2001,1/11/2015 17:15:25,3/24/2015 17:25:28,1/11/2015 17:15:25,134-145,,4,2,,,Jesus,,,,,,,,,,,,Project MUSE,,,,http://muse.jhu.edu/journals/hopscotch/v002/2.4berniker.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Literary or Artistic Depiction,Wares,Religious Practice,Cultural Exchange,Non-peddling Background,,,,,,"Eyshishok, Lithuania","Havana, Cuba",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1920-1940,POINT(2782917.026845764 7203226.832208109)|POINT(-9158372.059670039 2651278.5759412227)
jp_cite_00134,SXX827GT,bookSection,2003,"Berniker, Pinkhes",Jesus,"The scroll and the cross: 1,000 years of Jewish-Hispanic literature",041592930X  9780415929301  0415929318  9780415929318,,,,,2003,1/11/2015 17:25:40,1/11/2015 17:33:26,,,,,,,,,,,,,Routledge,"New York, NY; London","Contains prose excerpts and poems translated into English, mostly from Spanish.",,,,,Open WorldCat,,,,,,,"Stavans, Ilan.",,"Astro, Alan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Literary or Artistic Depiction,Wares,Religious Practice,Cultural Exchange,Non-peddling Background,,,,,,"Eyshishok, Lithuania","Havana, Cuba",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1920-1940,POINT(2782917.026845764 7203226.832208109)|POINT(-9158372.059670039 2651278.5759412227)
jp_cite_00135,W65C26RF,bookSection,2001,"Bernstein, Abe",Born of Immigrant Parents,A homeland in the West: Utah Jews remember,0874807026 9780874807028,,,,,2001,1/11/2015 17:31:56,1/11/2015 17:33:57,,,,,,,,,,,,,University of Utah Press,Salt Lake City,English,,,,,Open WorldCat,,,,,,,"Stone, Eileen Hallet,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Routes,Non-peddling Background,Family,Wares,Bartering,Transportation,,,,,Austria,"New York, New York","Saint Louis, Missouri","Salt Lake City, Utah","Chicago, Illinois",Arizona,"Kamas, Utah","Coalville, Utah","Rockport, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bloom, Abe",,,,,,,,,,,,,,,,,,,,1880-1920,POINT(1619706.6058200027 6026746.973805513)|POINT(-8238303.700046114 4970069.184605361)|POINT(-10040951.74400295 4668382.843189159)|POINT(-12455654.419160197 4977120.440276097)|POINT(-9754904.512583427 5142738.901800851)|POINT(-12366897.574655375 4035373.7676274395)|POINT(-12387715.132063102 4959827.026457391)|POINT(-12400920.406656615 5000213.697917724)|POINT(-12400345.17431997 4976880.10704332)
jp_cite_00136,Q55HUNPD,bookSection,2001,"Bernstein Ciacci, Gail",Utah Born and Raised,A homeland in the West: Utah Jews remember,0874807026 9780874807028,,,,,2001,1/11/2015 17:42:58,1/11/2015 17:43:44,,,,,,,,,,,,,University of Utah Press,Salt Lake City,English,,,,,Open WorldCat,,,,,,,"Stone, Eileen Hallet,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bartering,Family,Wares,Transportation,Religious Practices,,,,,,Russia,"Vernal, Utah","Salt lake City, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Steres, Isaac",,,,,,,,,,,,,,,,,,,,1880-1920,POINT(11724030.287269026 8747149.047572464)|POINT(-12192684.441755597 4932359.061778497)|POINT(-12455654.419160197 4977120.440276097)
jp_cite_00137,4D7S3BBT,document,,,Brief Biography of Saul Bernstein,,,,,,,,1/11/2015 17:56:49,5/14/2015 16:46:42,,,,,,,,,,,,,,,,,,,"Folder 15, Saul Bernstein Papers, Jewish Museum of Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Routes,,,,,,,,,,"Baltimore, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bernstein, Saul",,,,,,,,,,,,,,,,,,,,1872-1905,POINT(-8528429.900246715 4763352.471949581)
jp_cite_00138,ADEGANVH,document,1982,,"Bernstein, Isaac (Stillwater)",,,,,,,6/1/1982,1/12/2015 15:54:56,5/14/2015 16:47:03,,,,,,,,,,,,,,,,,,,,"Box 2, Folder 53, Project to Document Early Jewish Settlers in Minnesota records, Nathan and Theresa Berman Upper Midwest Jewish Archives",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wares,Subsequent Commercial Careers,,,,,,,,,"Stillwater, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1882,POINT(-10331433.287150063 5630342.482177848)
jp_cite_00139,GF5MGJUI,book,1977,"Feig, Konnilyn G.; Jewish Federation of Southern Maine",Portraits of the past: the Jewish Bicentennial oral history program,,,,,,"Copies of original and edited drafts as well as photographs of people and places are shelved with the final editions Transcript The Jewish Bicentennial Committee was formed in 1975 by the Jewish Federation of Southern Maine to plan an appropriate way to celebrate the Bicentennial. The result is an oral history folklore of Portland Jewry ""September 1, 1977&quot Typescript ""Commissioned by: The Jewish Federation of Southern Maine.&quot",1977,4/22/2014 18:26:14,1/12/2015 16:03:06,,,44,,,,,Portraits of the past,,,,,The Federation,"Portland, Me",,,,,"Portland Public Library, Boxes 1, 4",portlandlibrary Library Catalog,,<p>Resource filed in multiple places (different narrators)</p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wares,Sponsor,Subsequent Commercial Careers,Family,,,,,,,"Kaunas, Lithuania","Portland, Maine","Minsk, Belarus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boxstein, Gerald",,,,,,,,,,,,,,,,,,,,1889-1920,POINT(2660936.190137471 7342195.905872392)|POINT(-7820787.103614823 5413202.6274568075)|POINT(3068134.861267297 7152097.963086677)
jp_cite_00140,2AP2SNJ5,document,1899,"Bernstein, Saul",Letter to Henrietta Szold,,,,,,,2/6/1899,1/12/2015 16:20:21,5/14/2015 16:47:19,,,,,,,,,,,,,,,,,,,"Folder 15, Saul Bernstein Papers, Jewish Museum of Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-peddling Background,Subsequent Non-commercial Careers,Transportation,Wares,Victims of Crime,Subsequent Commercial Careers,,,,,"Poswol, Lithuania","Baltimore, Maryland","Harrison County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bernstein, Saul",,,,,,,,,,,,,,,,,,,,1889-1896,POINT(2715782.6909864834 7570461.336551665)|POINT(-8528429.900246715 4763352.471949581)|POINT(-8946287.167715635 4769744.709892618)
jp_cite_00141,R9WVSQNG,journalArticle,1973,"Berry, Hannah Shwayder",A Colorado Family History,Western States Jewish Historical Quarterly,,434221,,,"Chronicles the history of the Isaac and Rachel Shwayder family, from their emigration from Poland in 1865, to their successful business activities in Denver in 1916.",4/1/1973,1/12/2015 18:56:09,1/12/2015 18:57:41,,158-165,,3,5,,Western States Jewish Historical Quarterly,,,,,,,,,,,,,EBSCOhost,,,,http://search.ebscohost.com/login.aspx?direct=true&db=31h&AN=44377969&site=ehost-live&scope=cite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Family,Wares,Subsequent Commercial Careers,,,,,,,,"Suwalki, Poland","Black Hawk, Colorado","Nevadaville, Colorado","Central City, Colorado","Caribou, Colorado",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rittmaster, Alexander","Rachovsky, Abe",,,,,,,,,,,,,,,,,,,1850-1890,POINT(2552643.6544251265 7191305.542634782)|POINT(-11743525.591765296 4836476.750554737)|POINT(-11747823.915602954 4836235.284306642)|POINT(-11745782.995190984 4837201.213388617)|POINT(-11753256.974669853 4967524.946544263)
